dpi	animal	observation	score
94	442	clasping front legs	0.0
94	442	convulsions	0.0
94	442	dehydrated	0.0
94	442	delayed hot plate response >5sec	0.0
94	442	doesn't reach for bar	0.0
94	442	doesn't see bar	0.0
94	442	head tilt	0.0
94	442	head-bobbing	0.0
94	442	hunched	0.0
94	442	increased vocalization	0.0
94	442	kyphosis	0.0
94	442	lacks balance on edge of cage	0.0
94	442	lacks righting reflex	0.0
94	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
94	442	lethargic	0.0
94	442	moribund	0.0
94	442	neophobia (freezing)	0.0
94	442	no balance on bar	0.0
94	442	no bite reflex	0.0
94	442	no leg resistance	1.0
94	442	no reaction to toe pinch	0.0
94	442	paralysis	0.0
94	442	tail suspension: poor or no splay	0.0
94	442	weak grip: bar (fall only)	2.0
94	442	weak grip: grid, forelimb	0.0
94	442	weak grip: hindlimb hang	0.0
116	400	abnormal activity level: excited	0
116	400	abnormal activity level: slow	0
116	400	abnormal gait	0
116	400	abnormal landing from drop	0
116	400	abnormal pelvic elevation: high	0
116	400	abnormal pelvic elevation: low	0
116	400	abnormal posture	0
116	400	abnormal tail elevation	0
116	400	ataxia	0
116	400	bladder	0
116	400	blank stare	0
116	400	circling	0
116	400	clasping  front and back legs	2
116	400	clasping back legs	2
116	400	clasping front legs	0
116	400	convulsions	0
116	400	dehydrated	0
116	400	delayed hot plate response >5sec	0
116	400	doesn't reach for bar	0
116	400	doesn't see bar	0
116	400	head tilt	0
116	400	head-bobbing	0
116	400	hunched	0
116	400	increased vocalization	0
116	400	kyphosis	0
116	400	lacks balance on edge of cage	0
116	400	lacks righting reflex	0
116	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	400	lethargic	0
116	400	moribund	0
116	400	neophobia (freezing)	0
116	400	no balance on bar	0
116	400	no bite reflex	0
116	400	no leg resistance	0
116	400	no reaction to toe pinch	0
116	400	paralysis	0
116	400	tail suspension: poor or no splay	0
116	400	weak grip: bar (fall only)	0
116	400	weak grip: grid, forelimb	0
116	400	weak grip: hindlimb hang	0
116	401	abnormal activity level: excited	0
116	401	abnormal activity level: slow	0
116	401	abnormal gait	0
116	401	abnormal landing from drop	0
116	401	abnormal pelvic elevation: high	0
116	401	abnormal pelvic elevation: low	0
116	401	abnormal posture	0
116	401	abnormal tail elevation	0
116	401	ataxia	0
116	401	bladder	0
116	401	blank stare	0
116	401	circling	0
116	401	clasping  front and back legs	0
116	401	clasping back legs	0
116	401	clasping front legs	2
116	401	convulsions	0
116	401	dehydrated	0
116	401	delayed hot plate response >5sec	0
116	401	doesn't reach for bar	0
116	401	doesn't see bar	0
116	401	head tilt	0
116	401	head-bobbing	0
116	401	hunched	0
116	401	increased vocalization	0
116	401	kyphosis	0
116	401	lacks balance on edge of cage	0
116	401	lacks righting reflex	0
116	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	401	lethargic	0
116	401	moribund	0
116	401	neophobia (freezing)	0
116	401	no balance on bar	0
116	401	no bite reflex	0
116	401	no leg resistance	0
116	401	no reaction to toe pinch	0
116	401	paralysis	0
116	401	tail suspension: poor or no splay	0
116	401	weak grip: bar (fall only)	0
116	401	weak grip: grid, forelimb	0
116	401	weak grip: hindlimb hang	0
116	402	abnormal activity level: excited	0.0
116	402	abnormal activity level: slow	0.0
116	402	abnormal gait	0.0
116	402	abnormal landing from drop	0.0
116	402	abnormal pelvic elevation: high	0.0
116	402	abnormal pelvic elevation: low	0.0
116	402	abnormal posture	0.0
116	402	abnormal tail elevation	0.0
116	402	ataxia	0.0
116	402	bladder	0.0
116	402	blank stare	0.0
116	402	circling	0.0
116	402	clasping  front and back legs	0.0
116	402	clasping back legs	0.0
116	402	clasping front legs	0.0
116	402	convulsions	0.0
116	402	dehydrated	0.0
116	402	delayed hot plate response >5sec	0.0
116	402	doesn't reach for bar	0.0
116	402	doesn't see bar	0.0
116	402	head tilt	0.0
116	402	head-bobbing	0.0
116	402	hunched	0.0
116	402	increased vocalization	0.0
116	402	kyphosis	0.0
116	402	lacks balance on edge of cage	0.0
116	402	lacks righting reflex	0.0
116	402	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	402	lethargic	0.0
116	402	moribund	0.0
116	402	neophobia (freezing)	1.0
116	402	no balance on bar	0.0
116	402	no bite reflex	0.0
116	402	no leg resistance	1.0
116	402	no reaction to toe pinch	0.0
116	402	paralysis	0.0
116	402	tail suspension: poor or no splay	0.0
116	402	weak grip: bar (fall only)	2.0
116	402	weak grip: grid, forelimb	0.0
116	402	weak grip: hindlimb hang	0.0
116	403	abnormal activity level: excited	0.0
116	403	abnormal activity level: slow	0.0
116	403	abnormal gait	0.0
116	403	abnormal landing from drop	0.0
116	403	abnormal pelvic elevation: high	0.0
116	403	abnormal pelvic elevation: low	0.0
116	403	abnormal posture	0.0
116	403	abnormal tail elevation	0.0
116	403	ataxia	0.0
116	403	bladder	1.0
116	403	blank stare	0.0
116	403	circling	0.0
116	403	clasping  front and back legs	0.0
116	403	clasping back legs	0.0
116	403	clasping front legs	0.0
116	403	convulsions	0.0
116	403	dehydrated	0.0
116	403	delayed hot plate response >5sec	0.0
116	403	doesn't reach for bar	0.0
116	403	doesn't see bar	0.0
116	403	head tilt	0.0
116	403	head-bobbing	0.0
116	403	hunched	0.0
116	403	increased vocalization	0.0
116	403	kyphosis	0.0
116	403	lacks balance on edge of cage	0.0
116	403	lacks righting reflex	0.0
116	403	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	403	lethargic	0.0
116	403	moribund	0.0
116	403	neophobia (freezing)	0.0
116	403	no balance on bar	0.0
116	403	no bite reflex	0.0
116	403	no leg resistance	0.0
116	403	no reaction to toe pinch	0.0
116	403	paralysis	0.0
116	403	tail suspension: poor or no splay	0.0
116	403	weak grip: bar (fall only)	2.0
116	403	weak grip: grid, forelimb	0.0
116	403	weak grip: hindlimb hang	0.0
116	404	abnormal activity level: excited	0
116	404	abnormal activity level: slow	0
116	404	abnormal gait	0
116	404	abnormal landing from drop	0
116	404	abnormal pelvic elevation: high	0
116	404	abnormal pelvic elevation: low	0
116	404	abnormal posture	0
116	404	abnormal tail elevation	0
116	404	ataxia	0
116	404	bladder	0
116	404	blank stare	0
116	404	circling	0
116	404	clasping  front and back legs	1
116	404	clasping back legs	2
116	404	clasping front legs	0
116	404	convulsions	0
116	404	dehydrated	0
116	404	delayed hot plate response >5sec	0
116	404	doesn't reach for bar	0
116	404	doesn't see bar	0
116	404	head tilt	0
116	404	head-bobbing	0
116	404	hunched	0
116	404	increased vocalization	0
116	404	kyphosis	0
116	404	lacks balance on edge of cage	0
116	404	lacks righting reflex	0
116	404	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	404	lethargic	0
116	404	moribund	0
116	404	neophobia (freezing)	1
116	404	no balance on bar	2
116	404	no bite reflex	0
116	404	no leg resistance	1
116	404	no reaction to toe pinch	0
116	404	paralysis	0
116	404	tail suspension: poor or no splay	0
116	404	weak grip: bar (fall only)	2
116	404	weak grip: grid, forelimb	1
116	404	weak grip: hindlimb hang	0
116	405	abnormal activity level: excited	0
116	405	abnormal activity level: slow	0
116	405	abnormal gait	0
116	405	abnormal landing from drop	0
116	405	abnormal pelvic elevation: high	0
116	405	abnormal pelvic elevation: low	0
116	405	abnormal posture	0
116	405	abnormal tail elevation	0
116	405	ataxia	0
116	405	bladder	0
116	405	blank stare	0
116	405	circling	0
116	405	clasping  front and back legs	0
116	405	clasping back legs	0
116	405	clasping front legs	0
116	405	convulsions	0
116	405	dehydrated	0
116	405	delayed hot plate response >5sec	0
116	405	doesn't reach for bar	0
116	405	doesn't see bar	0
116	405	head tilt	0
116	405	head-bobbing	0
116	405	hunched	0
116	405	increased vocalization	1
116	405	kyphosis	0
116	405	lacks balance on edge of cage	0
116	405	lacks righting reflex	0
116	405	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	405	lethargic	0
116	405	moribund	0
116	405	neophobia (freezing)	0
116	405	no balance on bar	2
116	405	no bite reflex	0
116	405	no leg resistance	0
116	405	no reaction to toe pinch	0
116	405	paralysis	0
116	405	tail suspension: poor or no splay	0
116	405	weak grip: bar (fall only)	2
116	405	weak grip: grid, forelimb	0
116	405	weak grip: hindlimb hang	0
116	406	abnormal activity level: excited	0
116	406	abnormal activity level: slow	0
116	406	abnormal gait	0
116	406	abnormal landing from drop	0
116	406	abnormal pelvic elevation: high	0
116	406	abnormal pelvic elevation: low	0
116	406	abnormal posture	0
116	406	abnormal tail elevation	0
116	406	ataxia	0
116	406	bladder	2
116	406	blank stare	0
116	406	circling	0
116	406	clasping  front and back legs	0
116	406	clasping back legs	0
116	406	clasping front legs	0
116	406	convulsions	0
116	406	dehydrated	0
116	406	delayed hot plate response >5sec	0
116	406	doesn't reach for bar	0
116	406	doesn't see bar	0
116	406	head tilt	0
116	406	head-bobbing	0
116	406	hunched	0
116	406	increased vocalization	0
116	406	kyphosis	0
116	406	lacks balance on edge of cage	0
116	406	lacks righting reflex	0
116	406	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	406	lethargic	0
116	406	moribund	0
116	406	neophobia (freezing)	0
116	406	no balance on bar	0
116	406	no bite reflex	0
116	406	no leg resistance	0
116	406	no reaction to toe pinch	0
116	406	paralysis	0
116	406	tail suspension: poor or no splay	0
116	406	weak grip: bar (fall only)	0
116	406	weak grip: grid, forelimb	0
116	406	weak grip: hindlimb hang	0
116	407	abnormal activity level: excited	0
116	407	abnormal activity level: slow	0
116	407	abnormal gait	0
116	407	abnormal landing from drop	1
116	407	abnormal pelvic elevation: high	0
116	407	abnormal pelvic elevation: low	0
116	407	abnormal posture	0
116	407	abnormal tail elevation	0
116	407	ataxia	0
116	407	bladder	2
116	407	blank stare	0
116	407	circling	0
116	407	clasping  front and back legs	0
116	407	clasping back legs	0
116	407	clasping front legs	0
116	407	convulsions	0
116	407	dehydrated	0
116	407	delayed hot plate response >5sec	0
116	407	doesn't reach for bar	0
116	407	doesn't see bar	0
116	407	head tilt	0
116	407	head-bobbing	0
116	407	hunched	0
116	407	increased vocalization	0
116	407	kyphosis	0
116	407	lacks balance on edge of cage	0
116	407	lacks righting reflex	0
116	407	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	407	lethargic	0
116	407	moribund	0
116	407	neophobia (freezing)	0
116	407	no balance on bar	0
116	407	no bite reflex	0
116	407	no leg resistance	0
116	407	no reaction to toe pinch	0
116	407	paralysis	0
116	407	tail suspension: poor or no splay	0
116	407	weak grip: bar (fall only)	0
116	407	weak grip: grid, forelimb	0
116	407	weak grip: hindlimb hang	0
116	409	abnormal activity level: excited	0.0
116	409	abnormal activity level: slow	0.0
116	409	abnormal gait	0.0
116	409	abnormal landing from drop	0.0
116	409	abnormal pelvic elevation: high	0.0
116	409	abnormal pelvic elevation: low	0.0
116	409	abnormal posture	0.0
116	409	abnormal tail elevation	0.0
116	409	ataxia	0.0
116	409	bladder	0.0
116	409	blank stare	0.0
116	409	circling	0.0
116	409	clasping  front and back legs	0.0
116	409	clasping back legs	0.0
116	409	clasping front legs	0.0
116	409	convulsions	0.0
116	409	dehydrated	0.0
116	409	delayed hot plate response >5sec	0.0
116	409	doesn't reach for bar	0.0
116	409	doesn't see bar	0.0
116	409	head tilt	0.0
116	409	head-bobbing	0.0
116	409	hunched	0.0
116	409	increased vocalization	0.0
116	409	kyphosis	0.0
116	409	lacks balance on edge of cage	0.0
116	409	lacks righting reflex	0.0
116	409	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	409	lethargic	0.0
116	409	moribund	0.0
116	409	neophobia (freezing)	1.0
116	409	no balance on bar	0.0
116	409	no bite reflex	0.0
116	409	no leg resistance	0.0
116	409	no reaction to toe pinch	0.0
116	409	paralysis	0.0
116	409	tail suspension: poor or no splay	0.0
116	409	weak grip: bar (fall only)	2.0
116	409	weak grip: grid, forelimb	0.0
116	409	weak grip: hindlimb hang	0.0
116	410	abnormal activity level: excited	0
116	410	abnormal activity level: slow	0
116	410	abnormal gait	0
116	410	abnormal landing from drop	0
116	410	abnormal pelvic elevation: high	0
116	410	abnormal pelvic elevation: low	0
116	410	abnormal posture	0
116	410	abnormal tail elevation	0
116	410	ataxia	0
116	410	bladder	0
116	410	blank stare	0
116	410	circling	0
116	410	clasping  front and back legs	0
116	410	clasping back legs	0
116	410	clasping front legs	0
116	410	convulsions	0
116	410	dehydrated	0
116	410	delayed hot plate response >5sec	0
116	410	doesn't reach for bar	0
116	410	doesn't see bar	0
116	410	head tilt	0
116	410	head-bobbing	0
116	410	hunched	0
116	410	increased vocalization	0
116	410	kyphosis	0
116	410	lacks balance on edge of cage	0
116	410	lacks righting reflex	0
116	410	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	410	lethargic	0
116	410	moribund	0
116	410	neophobia (freezing)	0
116	410	no balance on bar	0
116	410	no bite reflex	0
116	410	no leg resistance	0
116	410	no reaction to toe pinch	0
116	410	paralysis	0
116	410	tail suspension: poor or no splay	0
116	410	weak grip: bar (fall only)	2
116	410	weak grip: grid, forelimb	0
116	410	weak grip: hindlimb hang	0
116	411	abnormal activity level: excited	0
116	411	abnormal activity level: slow	0
116	411	abnormal gait	0
116	411	abnormal landing from drop	0
116	411	abnormal pelvic elevation: high	0
116	411	abnormal pelvic elevation: low	0
116	411	abnormal posture	0
116	411	abnormal tail elevation	0
116	411	ataxia	0
116	411	bladder	0
116	411	blank stare	0
116	411	circling	0
116	411	clasping  front and back legs	0
116	411	clasping back legs	0
116	411	clasping front legs	0
116	411	convulsions	0
116	411	dehydrated	0
116	411	delayed hot plate response >5sec	0
116	411	doesn't reach for bar	0
116	411	doesn't see bar	0
116	411	head tilt	0
116	411	head-bobbing	0
116	411	hunched	0
116	411	increased vocalization	0
116	411	kyphosis	0
116	411	lacks balance on edge of cage	0
116	411	lacks righting reflex	0
116	411	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	411	lethargic	0
116	411	moribund	0
116	411	neophobia (freezing)	0
116	411	no balance on bar	0
116	411	no bite reflex	0
116	411	no leg resistance	0
116	411	no reaction to toe pinch	0
116	411	paralysis	0
116	411	tail suspension: poor or no splay	0
116	411	weak grip: bar (fall only)	0
116	411	weak grip: grid, forelimb	0
116	411	weak grip: hindlimb hang	0
116	426	abnormal activity level: excited	0
116	426	abnormal activity level: slow	0
116	426	abnormal gait	0
116	426	abnormal landing from drop	0
116	426	abnormal pelvic elevation: high	0
116	426	abnormal pelvic elevation: low	0
116	426	abnormal posture	0
116	426	abnormal tail elevation	0
116	426	ataxia	0
116	426	bladder	1
116	426	blank stare	0
116	426	circling	0
116	426	clasping  front and back legs	2
116	426	clasping back legs	0
116	426	clasping front legs	0
116	426	convulsions	0
116	426	dehydrated	0
116	426	delayed hot plate response >5sec	0
116	426	doesn't reach for bar	0
116	426	doesn't see bar	0
116	426	head tilt	0
116	426	head-bobbing	0
116	426	hunched	0
116	426	increased vocalization	0
116	426	kyphosis	0
116	426	lacks balance on edge of cage	0
116	426	lacks righting reflex	0
116	426	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	426	lethargic	0
116	426	moribund	0
116	426	neophobia (freezing)	1
116	426	no balance on bar	0
116	426	no bite reflex	2
116	426	no leg resistance	1
116	426	no reaction to toe pinch	0
116	426	paralysis	0
116	426	tail suspension: poor or no splay	0
116	426	weak grip: bar (fall only)	2
116	426	weak grip: grid, forelimb	0
116	426	weak grip: hindlimb hang	0
116	427	abnormal activity level: excited	0.0
116	427	abnormal activity level: slow	0.0
116	427	abnormal gait	0.0
116	427	abnormal landing from drop	1.0
116	427	abnormal pelvic elevation: high	0.0
116	427	abnormal pelvic elevation: low	1.0
116	427	abnormal posture	0.0
116	427	abnormal tail elevation	0.0
116	427	ataxia	0.0
116	427	bladder	2.0
116	427	blank stare	0.0
116	427	circling	0.0
116	427	clasping  front and back legs	0.0
116	427	clasping back legs	0.0
116	427	clasping front legs	0.0
116	427	convulsions	0.0
116	427	dehydrated	0.0
116	427	delayed hot plate response >5sec	0.0
116	427	doesn't reach for bar	0.0
116	427	doesn't see bar	0.0
116	427	head tilt	0.0
116	427	head-bobbing	0.0
116	427	hunched	0.0
116	427	increased vocalization	0.0
116	427	kyphosis	0.0
116	427	lacks balance on edge of cage	0.0
116	427	lacks righting reflex	0.0
116	427	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	427	lethargic	0.0
116	427	moribund	0.0
116	427	neophobia (freezing)	1.0
116	427	no balance on bar	0.0
116	427	no bite reflex	1.0
116	427	no leg resistance	1.0
116	427	no reaction to toe pinch	0.0
116	427	paralysis	0.0
116	427	tail suspension: poor or no splay	0.0
116	427	weak grip: bar (fall only)	2.0
116	427	weak grip: grid, forelimb	0.0
116	427	weak grip: hindlimb hang	0.0
116	430	abnormal activity level: excited	0.0
116	430	abnormal activity level: slow	0.0
116	430	abnormal gait	0.0
116	430	abnormal landing from drop	0.0
116	430	abnormal pelvic elevation: high	0.0
116	430	abnormal pelvic elevation: low	1.0
116	430	abnormal posture	0.0
116	430	abnormal tail elevation	0.0
116	430	ataxia	0.0
116	430	bladder	0.0
116	430	blank stare	0.0
